42086641,"Azure App-Service Swap \Bounces\"" Between Source and Destination <p>I'm seeing some interesting behavior on Azure App Service that I'm hoping somebody will be kind enough to comment on.</p>  <p>Reproduction steps (all Azure steps can be done in the portal):</p>  <ul> <li>Create a new Web App in App Service (Standard pricing level  single instance is fine)  e.g. <code>mysite</code></li> <li><a href=\""https://docs.microsoft.com/en-us/azure/app-service-web/web-sites-staged-publishing\"" rel=\""nofollow noreferrer\"">Create a new staging slot</a> for that App  e.g. <code>mysite-staging</code></li> <li>Deploy a bare-bones ASP.NET app to <code>mysite</code> with a file /scripts/test.js that has the content <code>//ONE</code></li> <li>Deploy a bare-bones ASP.NET app to <code>mysite-staging</code> with a file /scripts/test.js that has the content <code>//TWO</code></li> <li><a href=\""https://docs.microsoft.com/en-us/azure/app-service-web/web-sites-staged-publishing#swap-deployment-slots\"" rel=\""nofollow noreferrer\"">Swap the deployment slots</a></li> <li>Immediately after the swap starts  navigate to <code>mysite.azurewebsites.net/scripts/test.js</code> and monitor the returned content during the swap operation (by continually doing a force-refresh in the browser)</li> </ul>  <p>What I would expect to see:</p>  <ul> <li>At some point during the swap  the content changes seamlessly/consistently/irreversibly from <code>//ONE</code> to <code>//TWO</code></li> </ul>  <p>What I actually see:</p>  <ul> <li>During the swap operation  the content \""flickers\""/\""bounces\"" between <code>//ONE</code> and <code>//TWO</code>. After the swap operation is complete  the behavior is stable and <code>//TWO</code> is consistently returned</li> </ul>  <p>The observed behavior suggests that there is no single point in time at which all traffic can be said to be going to the new version.</p>  <p>The reason this concerns me is the following scenario:</p>  <ul> <li>A user requests a page mysite.azurewebsites.net which  during this \""bouncing\"" stage  responds with the \""v2\"" version of the page with a link to a CDN-hosted script <code>mycdn.com/scripts/test.js?v2</code> (the <code>?v2</code> is a new query string)</li> <li>The browser requests the script from the CDN  which in turn requests the script from <code>mysite.azurewebsites.net</code>. This time  the \""bouncing\"" causes the response to be the v1 version of the script. </li> <li>Now we have a v1 version of the script cached in the CDN  which all users in that region will load with the v2 version of the page</li> </ul>  <p><strong>My question</strong>: Is this \""bouncing\"" behavior during a swap operation \""by design\""? If so  what is the recommended approach for solving the pathological case above?</p>""",azure-web-app-service
52319281,"Azure Function Custom Class request body - No Parameter-less constructor/Invalid Cast string -> guid <p>I have an azure function that looks something like:</p>  <pre><code>    [FunctionName(\AddMaterial\"")]     public static async Task&lt;IActionResult&gt; Run([HttpTrigger(AuthorizationLevel.Function  \""post\""  Route = null)]AddMaterialCommand command           ILogger log  [Inject(typeof(IMediator))]IMediator mediator)     {         log.LogInformation(\""AddMaterial Function is processing a request\"");          var events = await mediator.Send(command);         if (events != null)         {             await mediator.Publish(events);             return (ActionResult)new OkObjectResult(events);         }         return new BadRequestObjectResult(new { message = \""Please check that WarehouseId  RollPoNumber  RollNumber  Location and RollWeight are included in request\"" });     } </code></pre>  <p>This function uses the custom object AddMaterialCommand as the request per <a href=\""https://docs.microsoft.com/en-us/azure/azure-functions/functions-bindings-http-webhook#http-trigger\"" rel=\""nofollow noreferrer\"">the docs</a>.</p>  <p>The custom object class looks something like this: </p>  <pre><code>{     [DataContract]     public class AddMaterialCommand : IRequest&lt;EventList&gt;     {         [DataMember]         public Guid WarehouseId { get; set; }          [DataMember]         public int RollPoNumber { get; set; }         [DataMember]         public DateTime? DateRecieved { get; set; }          public AddMaterialCommand(Guid warehouseId  int rollPoNumber   DateTime dateRecieved)         {             WarehouseId = warehouseId;             RollPoNumber = rollPoNumber;             Location = location;             DateRecieved = dateRecieved;         } } </code></pre>  <p>When posting to the function it throws this error:</p>  <blockquote>   <p>Executed 'AddMaterial' (Failed    Id=d7322061-c972-4e93-83cd-4d0313d26e86) [9/12/2018 8:59:46 PM]   System.Private.CoreLib: Exception while executing function:   AddMaterial. Microsoft.Azure.WebJobs.Host: Exception binding parameter   'command'. <strong>System.Private.CoreLib: No parameterless constructor   defined for this object</strong>.</p> </blockquote>  <p>When I add a parameterless constructor (why do I need to do this?)  it then fails with this error:</p>  <blockquote>   <p>Executed 'AddMaterial' (Failed    Id=973cd363-19d6-49a3-a2eb-759f30c284bb) [9/12/2018 9:01:27 PM]   System.Private.CoreLib: Exception while executing function:   AddMaterial. Microsoft.Azure.WebJobs.Host: Exception binding parameter   'command'. <strong>System.Private.CoreLib: Invalid cast from 'System.String'   to 'System.Guid</strong>'.</p> </blockquote>  <p>What is going on here?</p>  <p>My best guess is that the body of the request is not getting read and that an empty value is throwing the invalid cast exception. I'm still clueless as to why I need a paramaterless constructor. I didn't have this issue before moving to azure functions when I was using the <code>[FromBody]</code> binding  but I don't think I can use that binding with azure functions. </p>""",azure-functions
20631279,SSRS Reports hosted in Azure Virtual Machine not available outside the VM <p>I have created an ssrs report inside an Azure Virtual Machine (SQL Server 2012 SP1 on Windows Server 2012). When I try to view the report from the Virtual machine it opens up in the browser with a proper url like</p>  <pre><code>    http://mysamplevm/ReportServer/Pages/ReportViewer.aspx?%2fMySampleReport&amp;rs:Command=Render </code></pre>  <p>When I try to open the same url from my local machine  it says webpage is not available. I have completed the following settings too.</p>  <ul> <li>Created Inbound &amp; Outbound rules in Virtual Machine Firewall for port numbers 80 and 443.</li> <li>Created end points for the same port numbers in azure management portal.</li> </ul>,azure-virtual-machine
48428031,Weird issue with JWT token with web app in Azure <p>I have 2 web apps setup in azure  both with the same clientids setup with oauth middleware. Both use the same Azure AD  with the same user I get a token and on one webapp I get a claimsprincipal but on the other one I get a windowsprincipal. Why could this be?</p>,azure-web-app-service
39845540,"Could not retrieve the repositories: Visual Studio Team Services and Azure <p>I'm trying to do <a href=\https://azure.microsoft.com/en-us/documentation/articles/cloud-services-continuous-delivery-use-vso/\"" rel=\""nofollow noreferrer\"">Continuous delivery to Azure using Visual Studio Team Services</a>. But when i try to connect Azure my web app to Visual Studio Team Services (Visual Studio Online) after typing the url for Team Services. it does the authorization successfully. but I get the following error.</p>  <p><a href=\""https://i.stack.imgur.com/U2Y9x.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/U2Y9x.png\"" alt=\""enter image description here\""></a></p>  <p>I was looking at this screen for a long time but it doesn't seem to complete. What mistake am I making here?</p>""",azure-devops
25491683,Lost all linux azure VM changes from 8/16 - 8/22. Possible to get those changes back & What can I do in the future to avoid this? <p>I'm having a serious concern with my azure VM  as the title says I lost all of my change from 8/16 to 8/22. This was noticed on the 23rd  I am wondering if due to maintenance all changes were reverted back to 8/16? I need to know if its possible to get the VM back to state it was at the end of the day 8/22. </p>  <p>More importantly - I need to know how to avoid such regressions of the VM in the future. </p>,azure-virtual-machine
14260654,"Unable to recreate Azure VM deleted after going over free limit <p>I had two VMs running in azure and went over my free limit for this month. I enabled the ability to charge my account and found they were gone.</p>  <p>The VM disks are still there but the VMs themselves have been made into hosted services. To recreate the VM I deleted the hosted service  then went to the create new VM dialog like I've seen others post previously. Under the \create from disk\"" option I do not see either of my OS disks as options to create a VM. Is this the right way to recreate VMs or am I missing something?</p>  <p>Also of note  the disks still show up as attached to the deleted VMs in the portal.</p>""",azure-virtual-machine
55605560,"Azure Blob Storage Java SDK: Why isn't asynchronous working? <p>I am still spinning up on the Azure Storage Java SDK 10 and its use of reactive programming the paradigm.  I wrote the following method to asynchronously download a blob to a byte stream as fast as possible.  When I use the synchronous version (below)  it works properly.  When I comment out the blockingAwait() and uncomment the subscribe  the write and the doOnComplete never are executed...  Basically  the run just falls out of the bottom of the method back to the caller.  I am sure that I have made an asynchronous processing mistake  and hope that someone can steer me in the correct direction.  By the way  I was surprised to find that there are very few samples of downloading to a stream rather than to a file...  Hopefully  this posting will help others.</p>  <h2>Thank you for your time and interest in my problem...</h2>  <pre><code>override fun downloadBlob(url: String  downloadStream: OutputStream) {      BlockBlobURL(URL(url)  pipeline)             .download(null  null  false  null)             .flatMapCompletable { response -&gt;                 FlowableUtil.collectBytesInBuffer(response.body(null))                         .map {                             Channels.newChannel(downloadStream).write(it)                         }.toCompletable()             }.doOnComplete {                 println(\The blob was downloaded...\"")             }.blockingAwait()             //.subscribe() } </code></pre>  <p>Here is the code that is calling the above method:</p>  <pre><code>fun getAerialImageBlobStream(aerialImageUrl: String): MapOutputStream {      val aerialImageStream = MapOutputStream()     blobStorage.downloadBlob(aerialImageUrl  aerialImageStream)     return aerialImageStream } </code></pre>""",azure-storage
43207962,"Azure Web App - Prevent routing to specific instances <p>We are hosting an ASP.NET Core application on an Azure App Service (Web Apps).</p>  <p>Our individual instances take some time to \preload\"" the required data needed to process requests. But when scaling out  requests will be routed to the instances still being prepared.</p>  <p>How does the App Service load balancer decide when an instance is ready and requests can be routed to it? Is there a way to prevent routing to some specific instance until we deem it ready?</p>""",azure-web-app-service
50011679,"Was BlobEncryptionPolicy removed for azure storage? <p>I'm trying to use client side encryption for azure to securely upload files to blob storage in .NET </p>  <p>However it seems that BlobEncryptionPolicy is not available and I have not seen any documentation specifying alternative solutions from microsoft.</p>  <p>Even their documentation still uses BlobEncryptionPolicy:</p>  <p><a href=\https://docs.microsoft.com/en-us/azure/storage/common/storage-client-side-encryption?toc=%2Fazure%2Fstorage%2Fblobs%2Ftoc.json\"" rel=\""nofollow noreferrer\"">Client-Side Encryption and Azure Key Vault for Microsoft Azure Storage</a></p>  <p>Specifically i'm inside of a xamarin project using the latest .net version. </p>  <p>If i create a sample console app  I can reference BlobEncryptionPolicy without any issues. However the same nuget package inside a xamarin shared project can not resolve the reference to BlobEncryptionPolicy under the Microsoft.WindowsAzure.Storage.Blob namespace.</p>  <p>Does anyone know what is going on here?</p>""",azure-storage
49314112,"Add Azure Web App diagnostic log settings to ARM template <p>I'm looking for the option to enable diagnostic log settings (file level  not blob) on the template deployment stage.<br> I've found the following <a href=\https://github.com/davidebbo/AzureWebsitesSamples/blob/master/ARMTemplates/WebAppManyFeatures.json\"" rel=\""nofollow noreferrer\"">example</a> on Github however  it doesn't work  saying <code>\""Microsoft.Web/sites/logs\"" is not a valid option\""</code>.<br> Below is the part of my template:  </p>  <pre><code>{           \""apiVersion\"": \""2015-08-01\""            \""name\"": \""logs\""            \""type\"": \""config\""            \""location\"": \""[resourcegroup().location]\""            \""dependsOn\"": [             \""[resourceId('Microsoft.Web/Sites'  parameters('siteName'))]\""           ]            \""properties\"": {             \""applicationLogs\"": {               \""fileSystem\"": {                 \""level\"": \""Verbose\""               }             }              \""httpLogs\"": {               \""fileSystem\"": {                 \""retentionInMb\"": 100                  \""retentionInDays\"": 90                  \""enabled\"": true               }             }              \""failedRequestsTracing\"": {               \""enabled\"": true             }              \""detailedErrorMessages\"": {               \""enabled\"": true             }           }         }  </code></pre>  <p>Also  I've found the <a href=\""https://social.msdn.microsoft.com/Forums/en-US/716b1d6c-6bff-4b39-ada0-727330d014b5/azure-arm-diagnostic-logs-settings?forum=windowsazurewebsitespreview\"" rel=\""nofollow noreferrer\"">following</a> discussion on a similar question but the topic starter stated that this piece of code works correctly in most cases.</p>""",azure-web-app-service
51308330,"How to use Connection String in Azure functions for EF Core 2.1 <p>When using Entity Framework 6+ I can have a class inherit form DbContext like this</p>  <pre><code>MyContext : DbContext </code></pre>  <p>Then I could use the code like this </p>  <pre><code>using (var context = new MyContext())         {         ...         } </code></pre>  <p>As long as I had a configuration file with connection string settings with the same name this would be picked up by Entity Framework. Quite nice for different environments.</p>  <p>Now I am working with Azure Functions running on .NET CORE  .NET STANDARD and Entity Framework Core 2.1</p>  <p>But I cant figure out how to achieve the same. Even though there is a dedicated section for ConnectionStrings in Azure Function app and i would expect the local.seeting.json with an input like this </p>  <pre><code>  {       \IsEncrypted\"": false        \""Values\"": {         \""AzureWebJobsStorage\"": \""UseDevelopmentStorage=true\""          \""AzureWebJobsDashboard\"": \""UseDevelopmentStorage=true\""        }        \""ConnectionStrings\"": {         \""MyContext\"": \""Server=(localdb)\\\\mssqllocaldb;Database=MyContext;Trusted_Connection=True;ConnectRetryCount=0\""       }     }  </code></pre>  <p>should do the same. But no.</p>  <p>All the samples I can find is where you have to inject the DbContextOptionsBuilder or a connection string into the constructor.</p>  <p>But since it is Azure Function and DI framework dont play that well with it I rather avoid to pass the connection string or db context all the way down the layers. </p>  <p>In short: Can EF Core not pick up the settings from a file itself?</p>""",azure-functions
49900848,"Azure Functions \Consumption Plan\"" HIPAA Compliance <p>Since Azure Functions host are dynamically added and removed based on the number of incoming events under \""Consumption Plan\""  what is the guarantee that Azure transparently encrypts the data in-transit as well as at-rest on the hosts? Are there any documentations which can share some light on how Azure Functions fulfills HIPAA compliance?</p>""",azure-functions
51558155,".Net Core web api not working after deployed to Azure <p>I do have a simple .Net Core web api application  the one made by Visual Studio when a new project is created. I want to deploy it to an Azure App Service via FTP (part of a TFS 2017 build job)  which is successful:</p>  <p><a href=\https://i.stack.imgur.com/o3fW7.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/o3fW7.png\"" alt=\""enter image description here\""></a></p>  <p>However  when trying a GET like <code>http://somerandomname.azurewebsites.net/api/values</code> all I get is a 404 with the text</p>  <blockquote>   <p>The resource you are looking for has been removed  had its name changed  or is temporarily unavailable.</p> </blockquote>  <p>From Kudu I get the following error: <a href=\""https://i.stack.imgur.com/CPuyn.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/CPuyn.png\"" alt=\""enter image description here\""></a></p>  <p>What am I missing?</p>""",azure-web-app-service
45571362,"Full Public Read Access on Azure Storage Emulator <p>I am putting together a website which I would like to host static content via Azure Blob. The documentation is very clear on how to set \Public read access for blobs only\"" to a container via this document: <a href=\""https://docs.microsoft.com/en-us/azure/storage/storage-manage-access-to-resources\"" rel=\""nofollow noreferrer\"">https://docs.microsoft.com/en-us/azure/storage/storage-manage-access-to-resources</a></p>  <p>In my development environment I am using the Azure storage emulator (<a href=\""https://docs.microsoft.com/en-us/azure/storage/storage-use-emulator\"" rel=\""nofollow noreferrer\"">https://docs.microsoft.com/en-us/azure/storage/storage-use-emulator</a>). </p>  <p>My question is: How can I set the permission of a container in the emulator to \""Public read access for blobs only\""?</p>""",azure-storage
53257498,"How to get an free Azure account for testing Azure devOps project <p>I am trying to get a Azure free account but it needs a credit card at sign up. I don't have a credit card to get started. Is there an alternative for subscribing to Azure. I require this to work on Azure DevOps CD stage. </p>  <p><a href=\https://i.stack.imgur.com/i4eg9.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/i4eg9.png\"" alt=\""Subscription\""></a></p>  <p>This is required for working on Azure DevOps Labs. Since there is not much practical solution available out there for Azure DevOps  these labs provide very good base for learning the DevOps process. These labs require azure subscription which is a road block for even learning the process.</p>  <p><a href=\""https://i.stack.imgur.com/R5jTz.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/R5jTz.png\"" alt=\""azuredevopslabs\""></a></p>""",azure-devops
52377689,"Merge multiple web projects into a single output zip package <p>I'm using Visual Studio Online and working through building a continuous integration setup. The scenario I have requires that multiple web projects are built out to a single Azure App Service deployment.  The catch is that \out of the box\"" when you create a new build  the Visual Studio Build task appears to create a separate zip file for each project in the solution  and then the Azure App Service Deploy task throws an error saying there is more than one file matching the pattern  which is *.zip. </p>  <p>What I'd like to do is build all of these projects out to a single location  merging the various projects together  and then Azure App Service Deploy only has a single zip file to push  which I know it can do just fine. My MSBuild arguments for the Visual Studio Build task are <code>/p:DeployOnBuild=true /p:WebPublishMethod=Package /p:PackageAsSingleFile=true /p:SkipInvalidConfigurations=true /p:PackageLocation=\""$(build.artifactstagingdirectory)\\\\\""</code>. I tried removing the <code>PackageAsSingleFile</code> attribute but it still created the zip files.</p>  <p>Is the scenario I want to do possible in VSO  perhaps with a different set of command codes?</p>""",azure-devops
